date,user,location,text
2023-02-13 08:56:43,hotpress,Ireland,"Irish rockers @fontainesdublin triumphed over K-pop girl group @ygofficialblink, rappers @Drake and @21savage, Swed… https://t.co/xy3T8lq340"
2023-02-13 07:35:24,1DCynthiaOrtiz,Concerts/ForeverYoung ❱❱❱❱❱ ,"• Just let me cry, pleaseeee!. 😭

#HarryStyles #BRITs #BRITs2023 #BritAwards https://t.co/0i6MWZbiCQ"
2023-02-13 07:32:47,will_mahood,"Kilwinning, Scotland",I decided to watch #britawards at the weekend. It made me feel old 😂I hadn’t heard of most of the nominees and performers.
2023-02-13 07:13:00,hotgosipnewz,,"Pregnant Jessie J Reveals She's Having a Baby Boy, Shows Off Her Bump at BRIT Awards Red Carpet
#hotgossipnewz… https://t.co/WQdoIpA0YP"
2023-02-13 06:53:56,EventHosts,"London, England","Wow what a weekend 

Our gorgeous model Marisa was representing Warner Music at the prestigious Brit Awards after p… https://t.co/HIUdOQ4DPL"
2023-02-13 06:41:40,tworldreviews,,"Sam Smith caught the attention of many at the BRIT Awards on Saturday night with his choice of red carpet attire, w… https://t.co/dYQerX5L3d"
2023-02-13 06:19:07,CloutNewsMedia,United States,"#Beyoncé's Form-Fitting Black &amp; White Dress Shines At #BritAwards

#fashion #style #lifestyle #harrystyles… https://t.co/mpezuG5u6b"
2023-02-13 05:59:11,diy_samurai,"England, United Kingdom","What the hell is this? 

#latex #fart #funnyvideos #funnyvids #fyp #samsmith #britawards #brits #uk #british #music… https://t.co/xpiNCYx6rD"
2023-02-13 05:51:16,Tj95693959,"Texas, USA",@FuMiDesaluVold had me hollering with her review video about the #britawards 🤣🤣🤣
2023-02-13 05:29:18,thecelebpost,,Harry Styles ''very serious'' about pursuing childhood crush Jennifer Aniston post Olivia Wilde split… https://t.co/pLpaisVF7D
2023-02-13 03:00:13,STACKmag,Melbourne,"The Brit Awards have just been held, and here's a round-up of all the winners. 🎵 https://t.co/42r0YK4naa #BritAwards #STACKmag"
2023-02-13 02:41:17,HiroshiKoba2,,"Harry Styles Wins Four BRIT Awards! In his acceptance speech, he thanked the members of One Direction: ""I wouldn't… https://t.co/UqgLJhXk1D"
2023-02-13 02:30:10,SheKnows,USA,These stars aren't messing around with their red carpet fashion at this year's #BRITAwards! https://t.co/y8pV1EchVF
2023-02-13 02:15:37,a_QLB_view,"Phoenix, AZ",I blinked and thought it was the next UFO. It just Sam. #UFO #britawards #samsmith #whodesignedit #cantwalkfly https://t.co/3u0ZQ4yHzd
2023-02-13 02:15:19,Lainey_Classy,"Atlanta, GA","#HarryStyles #WinsBig at the #BritAwards: 'I am very aware of my privilege up here tonight'
https://t.co/EIZHXuIVOe"
2023-02-13 02:11:02,HiroshiKoba2,,Sam Smith on the Red Carpet in Pants Fashion with Huge Shoulder Pads &amp; Exploding Personality! The internet immediat… https://t.co/22sP2yuYVv
2023-02-13 02:10:34,xtremeVG,,Mahalia wore a ‘Long Live R&amp;B’ jacket at the BRITs in response to lack of R&amp;B artists at awards: Mahalia wore a ‘Lo… https://t.co/cDJHv1TQVW
2023-02-13 01:51:14,_ComedyJo,🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🌎,"They must have got an Uber XL because no way were they getting on the escalator at North Greenwich. 

#samsmith… https://t.co/i3YFgapKny"
2023-02-13 01:03:14,xtremeVG,,Here Are All The Red Carpet Looks Worn By Celebrities At The 2023 BRIT Awards: Here Are All The Red Carpet Looks Wo… https://t.co/Zisz6hbvbZ
2023-02-12 23:49:41,PrincessTsahai,Everything London / 🇩🇲🇯🇲,What was that Maya &amp; Stormzy joke? Lol why did #britawards sensor it? Lol
2023-02-12 23:23:56,GigglingNatalie,"Yorkshire, UK",A sure fire way to feel old .... watch the #britawards and not have a clue who 75% of the nominees are!
2023-02-12 23:23:09,iluvmilfz_,they/them,i drew @charli_xcx as a winx club fairy. ofc used her #britawards look as reference &lt;33 https://t.co/uaXOzAYYyT
2023-02-12 23:12:00,hotgosipnewz,,"Pregnant Jessie J Reveals She's Having a Baby Boy, Shows Off Her Bump at BRIT Awards Red Carpet
#hotgossipnewz… https://t.co/yC9LJG3GWB"
2023-02-12 23:07:35,xtremeVG,,Here Are All The Celebrity Looks From The 2023 BRIT Awards: Here Are All The Celebrity Looks From The 2023 BRIT Awa… https://t.co/H8HhP0nb8Y
2023-02-12 23:01:05,xtremeVG,,Blur’s Dave Rowntree welcomes Harry Styles to the “Four BRITs Club”: Blur’s Dave Rowntree welcomes Harry Styles to… https://t.co/xh3oM2I0F6
2023-02-12 22:53:02,RobertD08675768,,"Sometimes you got to call a spade a spade….but that ain’t no spade or fashion 😂😂😂😂
#FashionWeek 
#Fashion 
#BRITs… https://t.co/fqi9HQ6fPX"
2023-02-12 22:16:11,HazxTomMates,,"Haz at the Brit Awards with Joshua Kane 🙌

#harrisonosterfield #BRITs #BritAwards #osterfieldhollandmates… https://t.co/gh4YreuDLU"
2023-02-12 21:53:31,T_McSherry_DLS,,It was an absolutely surreal experience attending the 2023 BRIT Awards with @BrianMufc96. After how spectacular it… https://t.co/OANlrOzrZ0
2023-02-12 21:51:36,kipellis,Buxton Derbyshire,#britawards #SuperBowlLVII advert https://t.co/jOEBzGmblY
2023-02-12 21:42:00,dailystar,London,Ellie Goulding and Tom Grennan have addressed that awkward #BRITAwards moment https://t.co/8OjsMDqqAh
2023-02-12 21:39:22,MANCHESTERMUS10,"Manchester, England","OASIS RIOT • The Brit Awards 2007
Oasis • Morning Glory

The band were presented with an award for their ‘Outstandi… https://t.co/mGdiyzigpq"
2023-02-12 21:25:21,capitalemporda,Pals,"Harry Styles, Beyoncé i Wet Leg triomfen als Brit Awards 2023

#beyoncé #BritAwards #Featured #harrystyles #Notícies
https://t.co/wHCPsvplZf"
2023-02-12 21:15:03,xtremeVG,,"Beyoncé’s team shuts down reports she demanded £500,000 to perform at Brit Awards: Beyoncé’s team shuts down report… https://t.co/YJNLzYUvp0"
2023-02-12 21:13:59,PatBennett1,"Four Crosses, Wales",After the #BritAwards Sam Smith suffered from flatulence. 😎 https://t.co/Zjs3ZkgCNn
2023-02-12 21:08:09,xtremeVG,,Harry Styles Seemed To Address The Controversy Over His Grammys Speech At The Brit Awards Last Night: Harry Styles… https://t.co/6ocQercQQg
2023-02-12 21:08:05,xtremeVG,,Sam Smith’s Inflatable Outfit At The BRIT Awards Is Now A Hilarious Meme: Sam Smith’s Inflatable Outfit At The BRIT… https://t.co/rKV7mQPY1I
2023-02-12 21:04:44,Zoeloufearn,"Manchester, England",A year &amp; a half ago I saw Wet Leg support Inhaler at the Foundry in Sheffield to a pretty much empty room. They're… https://t.co/sliu9pIv2Z
2023-02-12 20:49:06,xtremeVG,,#BlackGirlMagic: Lizzo &amp; Beyoncé Bring Home Wins At The 2023 Brit Awards: #BlackGirlMagic: Lizzo &amp; Beyoncé Bring Ho… https://t.co/XhWvpnSXRP
2023-02-12 20:42:17,AmazzinRosey,"Doncaster, 🇬🇧 or 🇲🇦",#britawards  well done  beyonce and not T  swift  haa what a load of shite seen a bit  wtf are wetleg what crap 🙄 h… https://t.co/qJmV9sZydW
2023-02-12 20:34:57,leeflips,"Fylde coast🗼Lancashire, UK",@LouiseRedknapp @ShutterstockNow the best dressed on the night tho was clearly Sam Smith🤣#BritAwards https://t.co/5V6qNon8sc
2023-02-12 20:27:05,realtinab1,London ,"What an amazing night ❤️ #britawards @sclub7 

Dress by maje 
Shoes by Jimmy Choo 

Styling @emmalanestylist 👗

Mak… https://t.co/xW6AHYuMku"
2023-02-12 20:22:25,dailystar,London,Ellie Goulding and Tom Grennan have addressed that awkward #BRITAwards moment https://t.co/8OjsMDpSKJ
2023-02-12 20:18:45,Kyberry32,"California, USA",Yo let me get one Harry Styles at the #BritAwards https://t.co/RLUPqrfabc
2023-02-12 20:15:27,RonnRonnVigh,Las Vegas,"Here’s #SamSmith  at the #BritAwards. 
But, Who wore it better? https://t.co/xfCygc6LQt"
2023-02-12 20:14:50,uBetMobile,Worldwide,"uBet Mobile - #1 Global Gambling, News and More! Post Edited: Jodie Turner-Smith wears silver dress with connected… https://t.co/MOnCLVWck9"
2023-02-12 20:00:23,SheKnows,USA,Salma Hayek looked so chic at the #BRITAwards! Check out more of her stunning ensembles over the years. https://t.co/kUALdckcdK
2023-02-12 19:30:00,WIONews,India,"#InPics | The 2023 #BritAwards were all about fashion and good looks. As the musical night came to an end, we compi… https://t.co/f3Nwpi3I9Z"
2023-02-12 19:28:03,daniellismore,London,"Since 2019 Iv been in all “The best, worst and most shocking outfits EVER at the BRIT Awards” Funny! @brits thanks… https://t.co/7kofiSkedQ"
2023-02-12 19:21:47,LeBinderxo,"Toronto, Ontario",Leather-clad #SamSmith puts on another VERY raunchy performance of Unholy at the #BRITAwards where two of their bac… https://t.co/ZGD7HMYpU9
2023-02-12 19:21:22,AltosaxoMusic,Lisbon,"Rhian Teasdale of Wet Leg performs live on stage at The BRIT Awards 2023 at The O2 Arena in London on February 11,… https://t.co/yPGnFrNYnu"
2023-02-12 19:20:19,Latex247,,Model and activist Munroe Bergdorf attended last nights Brits in @AtsukoKudoLatex https://t.co/7n3qzXXyVF… https://t.co/dR5xFHUz2k
2023-02-12 19:18:42,VickyHCarr,Harrogate,"All this talk of the #Brits2023 yet somehow everyone is missing the REAL controversy:

What was it doing being held… https://t.co/Dq5s4xxOiB"
2023-02-12 19:11:48,thecureverse,,"The Cure photographed by Terry O'Neill at the 1991 Brit Awards where they won Best British Band.

#TheCure… https://t.co/czeEtKOL19"
2023-02-12 19:07:45,AltosaxoMusic,Lisbon,"Harry Styles performs live on stage at The BRIT Awards 2023 at The O2 Arena in London on February 11, 2023.… https://t.co/bLmOSyH4ob"
2023-02-12 18:56:09,drinckx,Pontardawe & Penge,"I find that when stepping out for an evening, it is always important to make an effort. #BritAwards #formalwear https://t.co/Tbg9ocgtv8"
2023-02-12 18:44:46,est_1980_usa,United States,I love this game! 🤪😂 #SamSmith #fashion #BritAwards #Britain #lol #funny #clownworld https://t.co/uBvYV1yheK
2023-02-12 18:40:59,tobycortonmusic,"London, United Kingdom",Just wanted to follow up my tweet from yesterday about #britawards and share this photo...Mo's Music industry back… https://t.co/tqq3EYAOKI
2023-02-12 18:22:41,Linfonetrealtv,,BRIT AWARDS 2023 : PALMARES + VIDEOS DES PRESTATIONS #lizzo #samsmith #lewiscapaldi #davidguetta #BRITs   … https://t.co/cNtnRqxz2P
2023-02-12 18:21:02,sxp55555,"Croydon, London",@_DeclanRice was a natural up on that stage #BritAwards looked as comfortable as a 15 year old in Dahmers apartment
2023-02-12 18:20:21,4damchristopher,,"How did this shit get a Brit award? 'Indie' music has become a parody of itself. 

26 lines of ""on the chaise longu… https://t.co/INCVbMdDHE"
2023-02-12 18:19:42,CheriStories,Fashion World,@MayaJama in @Schiaparelli at the 2023 #BritAwards https://t.co/H80yhEboXN
2023-02-12 18:18:06,xtremeVG,,Tom Grennan apologies over comments to Ellie Goulding during BRITs: Tom Grennan apologies over comments to Ellie Go… https://t.co/izVJtq8Ir6
2023-02-12 18:17:53,CheriStories,Fashion World,Charli XCX in Ludovic de Saint Sernin Fall 2023 at the 2023 #BritAwards  https://t.co/BjZqQqrCzr
2023-02-12 18:15:38,CheriStories,Fashion World,Shania Twain in @YSL Resort 2023 at the 2023 #BritAwards  https://t.co/ldza007Tl9
2023-02-12 18:10:43,CheriStories,Fashion World,Kim Petras in @MaisonValentino Resort 2023 at the 2023 #BritAwards https://t.co/F5i2oQJBCb
2023-02-12 18:09:29,CheriStories,Fashion World,Stormzy in @givenchy at the 2023 #BritAwards https://t.co/CSpyLMLBpk
2023-02-12 18:06:42,CheriStories,Fashion World,Salma Hayek in @McQueen Spring 2023 at the 2023 #BritAwards  https://t.co/cz6DalwGSh
2023-02-12 18:05:10,CheriStories,Fashion World,Naomi Ackie in @proenzaschouler at the 2023 #BritAwards  https://t.co/5YKx5bOJmF
2023-02-12 18:03:11,CheriStories,Fashion World,Sam Smith in custom Harri at the 2023 #BritAwards  https://t.co/7gtz5iDZO8
2023-02-12 18:01:39,CheriStories,Fashion World,Harry Styles in custom @NinaRicci at the 2023 #BritAwards  https://t.co/Qq3hGQKtr3
2023-02-12 17:52:41,CheriStories,Fashion World,Jodie Turner-Smith in @ZMURADofficial Spring 2023 Couture at the 2023 #BritAwards  https://t.co/1x5nt45gUA
2023-02-12 17:46:40,JuSpills,United States,I’m sorry but @BebeRexha was robbed for International Song Of The Year at #britawards2023 #BritAwards
2023-02-12 17:45:38,xtremeVG,,Tom Grennan apologises for joking about Ellie Goulding’s breasts at Brit Awards but she insists he’s ‘an ally’: Tom… https://t.co/eWL4teVDnZ
2023-02-12 17:28:35,xtremeVG,,Maya Jama and Laura Whitmore deny claims they ‘ignored’ one another during Brit Awards: ‘Stop trying to put women a… https://t.co/cuwuzKn23O
2023-02-12 17:26:39,olivermarks,San Francisco,#BRITawards:  short for 'Balloon Release In Trousers'. The biggest fart that inflates the costume wins the award fr… https://t.co/tPXFoiTeDR
2023-02-12 17:22:19,PigGate2,United Kingdom,"Why does #samsmith look like a plucked chicken at the #britawards2023 ?

I am trying to build profile on #TikTok as… https://t.co/JfI3twvquN"
2023-02-12 17:22:04,hellsrainer,United States,"I like me some Sam Smith music, but he lookin like a Boss from Kingdom Hearts #kingdomhearts #heartless #britawards… https://t.co/kdkZ4luCNj"
2023-02-12 17:21:14,TheNationalNews,Global HQ: UAE,"Who is Harri, the Kerala-born designer behind Sam Smith's #BritAwards 2023 look? https://t.co/TiXPZVIa2B"
2023-02-12 17:19:42,the_retrograder,Derby ,Trying to figure out which #Unown @samsmith went to The Brit Awards as? #Pokemon #britawards https://t.co/3Q8nBtNRCu
2023-02-12 17:12:04,Summerdickens51,,Well done @OfficialAitch  @Beyonce @BeckyHill @Harry_Styles @wetlegband @fontainesdublin @the1975 @davidguetta on your #BritAwards
2023-02-12 17:08:00,MirrorTV,UK,"ITV didn't managed to mute Daisy May Cooper's audio in time at the #BRITAwards 

https://t.co/ErkjbFegki"
2023-02-12 17:02:35,heyreilly,London,About las night 🖤🎈🏆 #SamSmith #BritAwards #Banksy #Icon #HeyReilly https://t.co/UPxFFgBlZ9
2023-02-12 17:00:01,daily_stoopid,,"They're really blowing up on the pop charts.

#samsmith #BritAwards #britawards #spyballoon #UFO #ufo #satire… https://t.co/rJWg6f3ajv"
2023-02-12 16:58:18,colmsmyth,Wicklow,That #SamSmith outfit on the #BritAwards is just horrendous. The designer should be cast out and Sam given a clip a… https://t.co/nWyDuLfyUH
2023-02-12 16:52:09,parentsgallery2,,"brits&gt;grammys 
#HarryStyles #BritAwards #GrammyAwards #BRITs #HarryStylesbrits #HarryStylesGrammy"
2023-02-12 16:35:39,atw_uk,,Maya Jama can’t hide shock as Joel Dommett makes X-rated joke about Sir Elton John at Brit Awards… https://t.co/qj72l8UyOv
2023-02-12 16:28:17,StroudTimes,"Stroud, Gloucestershire","Stroud dancers perform at Brit Awards #BossMorris #BritAwards #WetLeg
https://t.co/m4Oxpks6BS"
2023-02-12 16:28:06,WeirdRealityArt,Uk,Some of the highlights from 2040s Brit awards #futurefashion #AIart #fake #BritAwards https://t.co/LJGXXBaPLk
2023-02-12 16:27:36,WeirdRealityArt,Uk,Some of the highlights from 2040s Brit awards #futurefashion #AIart #fake #BritAwards https://t.co/MfXRjem2XA
2023-02-12 16:27:09,WeirdRealityArt,Uk,Some of the highlights from 2040s Brit awards #futurefashion #AIart #fake #BritAwards https://t.co/wrbEoGXuQf
2023-02-12 16:26:37,WeirdRealityArt,Uk,Some of the highlights from 2040s Brit awards #futurefashion #AIart #fake #BritAwards https://t.co/HjBjT3Snpz
2023-02-12 16:25:43,WeirdRealityArt,Uk,Some of the highlights of the men from 2040s Brit awards #futurefashion #AIart #fake #BritAwards https://t.co/uw5ChudDWR
2023-02-12 16:24:44,WeirdRealityArt,Uk,Some of the highlights from 2040s Brit awards #futurefashion #AIart #fake #BritAwards https://t.co/TBp7Ai6yPz
2023-02-12 16:13:47,magaJPT,"Chicago, IL",He lost the bet against the queen of hearts. #BRITAwards #BRITs https://t.co/0cvSDjbdWa
2023-02-12 16:06:52,Sean_McGuire_,"Royal Tunbridge Wells, England",Just take the award and get off the stage…. 🤦🏼‍♂️ #BritAwards #latetotheparty
2023-02-12 16:05:09,atw_uk,,Maya Jama accidentally lets slip ‘secret’ of when she’ll next be back on Love Island while at the Brit Awards… https://t.co/cM9ExM6bjw
2023-02-12 16:00:19,UkTruth2020,United Kingdom,"@samsmith @MaisonValentino @BRITs David Bowie did it first (and better) in 1973! 🤣 ❤️

Well done to @samsmith for t… https://t.co/wdBlNEPsIt"
2023-02-12 15:57:57,UkTruth2020,United Kingdom,"David Bowie did it first (and better) in 1973! 🤣 ❤️

Well done to @samsmith for taking it on and being brave though… https://t.co/lpMhqilEo4"
2023-02-12 15:57:33,Cantdogames,UK,Diving Head First Into Some Trashy News - Weird News https://t.co/oopQ13RVRr via @YouTube Woman gets stuck in rubbi… https://t.co/x6X3sHzVxR
2023-02-12 15:51:39,LeftofStr8Radio,Ohio,"I have 2 thoughts…. First, they were a day late for the Drag Race ‘puffer challenge’ and second, part of the recent… https://t.co/APeMKfqUfc"
2023-02-12 15:50:58,LeftofStr8,"Youngstown, Ohio","I have 2 thoughts…. First, they were a day late for the Drag Race ‘puffer challenge’ and second, part of the recent… https://t.co/6fQ79Scn64"
2023-02-12 15:48:43,MirrorTV,UK,"ITV didn't managed to mute Daisy May Cooper's audio in time at the #BRITAwards 

https://t.co/ErkjbFdIuK"
2023-02-12 15:48:35,TyeTalkz,#DMV,Baayyybeeee @flolikethis the bawwwwwwdees!!! these looks slaaaaaayed!!! The color scheme cooordinating!!! The baby… https://t.co/sOeaquQ6mp
2023-02-12 15:41:18,usweekly,,"The #BritAwards or #HarrysHouse? Inside Harry Styles’ best moments at the award show, from #OneDirection mentions,… https://t.co/IMIoZ8AcAT"
2023-02-12 15:35:17,myceleblifeuk,United Kingdom,Maya Jama accidentally lets slip ‘secret’ of when she’ll next be back on Love Island while at the Brit Awards… https://t.co/qO2hk386hk
2023-02-12 15:28:29,ky13th,,"I feel like meek on a private jet 💷✈️

Poster cover by @itzkyaaa Dm for your own 📥🔥

@Santandave1 

#santandave… https://t.co/1ic4JGTVSI"
2023-02-12 15:16:54,ETCanada,Canada,.@Harry_Styles thanks the other members of @onedirection at #BRITAwards https://t.co/N6nrZtsEZx
2023-02-12 15:13:23,Oneindia,India,"Brit Award 2023: Details you need to know

https://t.co/yxiYAkcMWm

#britsawards #brits2023 #thebrits2023… https://t.co/JltTSvxtUQ"
2023-02-12 15:12:36,atw_uk,,Brit Awards viewers in hysterics as ITV ‘fails to mute’ Daisy May Cooper’s bawdy ‘cocaine’ joke about the… https://t.co/YjAoM3COrV
2023-02-12 15:11:38,dfworldnews,,"News: https://t.co/TCMzIsiX3N • App: https://t.co/wc6KAtgUuA
#HarryStyles has won all four #BritAwards including be… https://t.co/JqgWL2pGTY"
2023-02-12 15:10:43,AmariaFanpage,"England, United Kingdom","That’s right! Our StarGirl was styled by @HUGOBOSS for the @BRITs last night. Her elevation is amazing, we love to… https://t.co/wtbgezX7Kg"
2023-02-12 15:10:04,xtremeVG,,Idris Elba doubles down on why he doesn’t call himself a ‘Black actor’ as John Boyega weighs in: Idris Elba doubles… https://t.co/gSfut2En5T
2023-02-12 15:09:23,PaulWalford1991,"Nottingham, England",Coolness personified no one last night could hold a candle to Liam we want our Rockstars back not people dressed li… https://t.co/SuEb8cnHQe
2023-02-12 14:56:36,cwnailstudio,"London, England","Sam smith at the Brit Awards 2023
#britawards https://t.co/c1UFWaqYGE"
2023-02-12 14:55:36,MediaVersePlus,Earth 616,@Lenatimes2 This is awful. Like I’m sorry but what was ANYONE involved with this thinking? Where is the explanation… https://t.co/XRs5PYk8ZZ
2023-02-12 14:55:08,saltedpopcorn_,France,"4 #brit awards for @harrystyles . It's not the same #asitwas. So proud of you 🥺

#harrystyles #broderie #embroidery… https://t.co/rUkQrRix6m"
2023-02-12 14:54:44,myceleblifeuk,United Kingdom,Brit Awards viewers in hysterics as ITV ‘fails to mute’ Daisy May Cooper’s bawdy ‘cocaine’ joke about the… https://t.co/dcccKLDYuz
2023-02-12 14:48:00,SinghZeldon,Sydney Australia,New Day New Stunna Record By THE GOAT Queen Bey. Top Tier Achievements. International Artist Of The Year At The 202… https://t.co/w8J2S2BZOj
2023-02-12 14:46:33,PCOSVitality,"Belfast, Northern Ireland",#pcos extrabaggage #britawards2023 #BritAwards #samsmith #unholy #pcosawareness https://t.co/Oy0nI8UPFe
2023-02-12 14:46:18,leindividualist,"England, United Kingdom","I didn’t think much of the Brit awards, I don’t think @samsmith did either. #britawards #britawards2023 #samsmith… https://t.co/VwmdJ7aiso"
2023-02-12 14:43:49,uBetMobile,Worldwide,"uBet Mobile - #1 Global Gambling, News and More! Post Edited: Completely happy Valley Ryan Cawood actor Rhys Connah… https://t.co/fE9PK9dOjX"
2023-02-12 14:39:01,Jhonjournalist,United Arab Emirates,"Brit Awards 2023: The Complete List of Winners
https://t.co/L2gaXpcD1A
#BritAwards #Complete #Winners #MayaJama… https://t.co/UJZbl2Yc60"
2023-02-12 14:38:19,monstersandcrit,USA / UK / Canada,"#SalmaHayekPinault is breathtaking in mesh, leather, and fishnets at the 2023 #BritAwards #Brits2023  https://t.co/NUlzcDmIdV"
2023-02-12 14:35:27,YuuNetwork,"Los Angeles, CA","Post new RSS feed items containing a specific word to a Facebook Page

🆓Automation template ↓
👉… https://t.co/ekiN48Sa4S"
2023-02-12 14:31:37,xtremeVG,,Harry Styles and Stanley Tucci’s bromance caught on camera at Brit Awards and people can’t handle it: Harry Styles… https://t.co/alV9NNP1Nh
2023-02-12 14:25:23,Umbrasee,,"This is Dr Eggman and his new machine, SamSmithatron 6000. They will do unholy things to defeat that pesky hedgehog… https://t.co/LVj4b6T2oY"
2023-02-12 14:24:11,atw_uk,,Jessie J reveals sex of her baby as she preps to walk Brits red carpet for first time in 10 years… https://t.co/gIWqTibKsx
2023-02-12 14:17:44,Gm4nHere,A place where it ☔,"@BRITs @samsmith Look how he’s having to walk, or should I say waddle. 😳
#samsmith #BritAwards #henotthey"
2023-02-12 14:09:15,WolfOfDowningSt,,"In the 90s, #Oasis #Blur and #ManicStreetPreachers used to sweep the boards at the #BritAwards 

Now it’s… https://t.co/kUCQoPiFoG"
2023-02-12 14:07:53,ECLAIR_CNC,"St. Louis, MO","So does the #BritAwards have a theme or something? Seems like a lot of fun!
#Brits2023 
#SamSmith 
#Lizzo
#Beyonce https://t.co/zhzP1o4lPR"
2023-02-12 14:06:11,xtremeVG,,Ellie Goulding defends Tom Grennan over BRITs “tit gate”: Ellie Goulding defends Tom Grennan over BRITs “tit gate”… https://t.co/veJlobgvft
2023-02-12 13:59:25,jacques_hyzagi,"Manhattan, NY",That horrid queer baiting mediocre fool won all (old clueless toff tosh white men vote at these shows &amp; they think… https://t.co/VrrB94WtkX
2023-02-12 13:56:51,x19roxy68x,"Paisley, Scotland",It's a no from me! 👎#Britawards https://t.co/7TSNUIBGb5
2023-02-12 13:54:09,xtremeVG,,Richie Sambora ‘couldn’t really see’ his guitar but still pulled off a stunning performance as Jacket Potato on The… https://t.co/4MPW7kQwn9
2023-02-12 13:53:35,EtonOldBoys,Weymouth,"#BritAwards 

Harry Styles is awarded 12 Brit Awards last night https://t.co/p4ZvgiPUeW"
2023-02-12 13:51:26,Britishfinest21,a parody account clearly. ,"#MaskedSingerUK just aids for tv.
On par with #loveisland 
#BritAwards #BRITs embarrassing tv.
What tool made the brits award? #Brits2023"
2023-02-12 13:43:05,Ben_Lovegrove,United Kingdom,#SamSmith campaigned for the #BritAwards to go gender neutral and the women’s category was abolished. Now Sam is co… https://t.co/LPK5L5XoGj
2023-02-12 13:39:38,ashveersingh06,"Durban, KwaZulu Natal","Sam Smith at the Brit Awards last night. This is what happens when you fart in a latex suit kids, you turn into an… https://t.co/plmmfWQn10"
2023-02-12 13:32:38,kouchanusui,東京都新宿区,#Lizzo Shows Off Extravagant Gold Look For #BritAwards Red Carpet https://t.co/COfgxw2qJ0
2023-02-12 13:28:46,MixtapeMadness,"London, UK",🏆 Aitch comments on his #BritAwards win last night https://t.co/ZrPKJumBS2
2023-02-12 13:27:44,OnlyUtd,,"Thank goodness, I don’t watch “Normal Tele” apart when footy is on. The Wokeness levels are fucked!!! #BritAwards s… https://t.co/wJRWHuyiGy"
2023-02-12 13:26:04,TruthAndSarcasm,Sarcasticville ,"I Always Believe There’s A Time And Place For Everything,  

But  Not There, This Was Tacky And Tasteless 

#BritAwards #JessiJ"
2023-02-12 13:22:47,indulgexpress,"Chennai, India","It was #HarryStyles’ night at the #BritAwards! Harry won four prizes, including #AlbumoftheYear, at the UK’s leadin… https://t.co/RhcufBEHMb"
2023-02-12 13:21:32,dronetempleguy,People's Republic of China,When your life goals are to look like a fkn idiot. #SamSmith next time don't fart in your wetsuit #britawards2023… https://t.co/oBJEV3XgZP
2023-02-12 13:05:43,Flowerbomb212,"London, England",@elliegoulding @Tom_Grennan His comments were unnecessary and chauvinistic Ellie. If you’re happy for him to say th… https://t.co/k2je2JIZDW
2023-02-12 13:02:29,indulgexpress,"Chennai, India","#BritAwards2023: From #SamSmith to #Lizzo, here are ten best-dressed celebrities from the ceremony!

Check out the… https://t.co/LbJmbXKFMS"
2023-02-12 12:59:50,LouiseGolbey,"London, England",Check out this old poster from The London Coffee Festival 2011 at @trumanbrewery Brick Lane - when I was on the sam… https://t.co/Nk4VBGCPZW
2023-02-12 12:59:49,Lagswitch456,,"I haven't watched the #BritAwards since about 1996, quite a difference https://t.co/IYAWw5hYHb"
2023-02-12 12:49:21,blurfanclub,Essex,"Blur at the 1995 Brit Awards, where they won 4 times.

@blurofficial #DamonAlbarn
@grahamcoxon @alexjameshq… https://t.co/CtM4CjSEvD"
2023-02-12 12:42:19,LetsEatWild,United Kingdom,"@gregjames why are you attacking the most sustainable, wild meat we have? We would love to talk more about all thin… https://t.co/cdMHJbItIm"
2023-02-12 12:41:00,daniellismore,London,This does impress me much. @ShaniaTwain #brits #Brits2023 #BRITs #britawards 🐆🐆🐆 https://t.co/BtZbPyfw2p
2023-02-12 12:37:24,peteheat,"London, England",Sometimes a guy just wants to put a suit on and make a ring float through the air for a goddamn second #BritAwards… https://t.co/izPbemonlM
