,param_C,param_kernel,param_gamma,param_degree,param_epsilon,mean_test_score,std_test_score,rank_test_score
414,4.9803861827218485,rbf,auto,21,0.002399906634282524,-0.8060820823529129,0.04881690759864543,251
327,4.949645288551431,rbf,auto,25,0.002492838863697399,-0.8060833353550171,0.04881736713055264,252
202,4.97529267337561,rbf,auto,1,0.0024028504093317735,-0.8060834469006037,0.04882269304496582,253
205,5.01381629383315,rbf,auto,1,0.0023444657989748516,-0.8060834711883107,0.04882105045016827,254
133,4.994694354156113,rbf,auto,1,0.0023243690646980574,-0.8060834717704563,0.04882819592007415,255
278,4.9005421798828666,rbf,auto,9,0.0029791937030392217,-0.8060835717221473,0.048802831773224746,256
22,5.084374847004623,rbf,auto,8,0.002853219872026997,-0.8060836290374752,0.048772767289142434,257
186,5.083823143055732,rbf,auto,4,0.002770271422006604,-0.8060837918120244,0.04878541161695211,258
358,4.981882330438248,rbf,auto,9,0.0021816326456765836,-0.8060838720947114,0.04882317871815691,259
303,4.925497732466397,rbf,auto,24,0.002512441737312651,-0.80608462279259,0.04881149220302492,260
74,4.91862055356118,rbf,auto,12,0.002792467268035488,-0.8060851554420199,0.04881223560263549,261
323,4.9228534600111375,rbf,auto,20,0.0026879780146896147,-0.8060856352910383,0.04880908831871803,262
203,5.0970572101331015,rbf,auto,11,0.002971653576760676,-0.8060857085344122,0.04876418204495338,263
438,4.953120008517741,rbf,auto,28,0.002384384141651842,-0.806086508995976,0.04882350130710344,264
456,4.932151979209662,rbf,auto,4,0.002781908675198785,-0.8060867067557641,0.048811935221497536,265
188,4.943361821317299,rbf,auto,15,0.0022737053238388663,-0.806086736501672,0.048816583161386214,266
308,5.091814958912806,rbf,auto,8,0.0029179589738306025,-0.8060871212499773,0.04877555434892097,267
57,4.9533562028550575,rbf,auto,2,0.0025143951161443077,-0.8060873366593375,0.04881836134927378,268
237,5.078843452579186,rbf,auto,17,0.0025180863542742845,-0.8060873545047288,0.048796865885437773,269
398,5.0998706999131675,rbf,auto,26,0.0028407261527631476,-0.8060886011668904,0.04876882298557237,270
315,4.9748870739440845,rbf,auto,9,0.0021216533565119305,-0.8060891422952077,0.048828597348255176,271
367,4.903678135309494,rbf,auto,18,0.0026493083932754057,-0.8060894696686003,0.048816223682867144,272
432,5.085550456639043,rbf,auto,26,0.002626157504301341,-0.8060895825535465,0.04878828413630909,273
397,4.907885362273701,rbf,auto,10,0.0029423187848496555,-0.8060896775117044,0.04880430077806101,274
484,5.012550057268677,rbf,auto,12,0.002367049533457786,-0.8060900571711714,0.04882443983098665,275
472,4.950501749937676,rbf,auto,23,0.002230513531883742,-0.8060903483722951,0.048812225207335025,276
156,4.920624773767187,rbf,auto,17,0.0026726373676528173,-0.8060904314658099,0.04881523067001637,277
338,5.005529546028957,rbf,auto,22,0.0022048137346911407,-0.8060905515489128,0.04882014613055409,278
244,5.051991081787517,rbf,auto,14,0.0023136735806657395,-0.8060907250071521,0.04881084012935572,279
225,5.089904124731529,rbf,auto,4,0.0022977340397308623,-0.806091854031244,0.04879288679623109,280
325,4.996167395617815,rbf,auto,27,0.002262089704449036,-0.8060925624765728,0.048827886212227445,281
88,5.09460211095049,rbf,auto,13,0.002434710764797276,-0.806092665161309,0.04878964299499417,282
2,4.931198904067241,rbf,auto,11,0.002297244459829336,-0.8060932217483938,0.04881796162899586,283
81,4.901012316769244,rbf,auto,14,0.0027446689468329307,-0.8060934393233659,0.04881086506973671,284
445,5.09829506702901,rbf,auto,18,0.002476732635069872,-0.8060942436143202,0.04877602804314864,285
214,4.904436948406061,rbf,auto,26,0.0026025385045189667,-0.8060944444099093,0.04880456043418587,286
330,4.902618891317667,rbf,auto,21,0.002576868412034063,-0.8060945001322228,0.0488002389205066,287
107,4.916318836080048,rbf,auto,7,0.002508581473435998,-0.8060945258270774,0.04881598098968882,288
132,4.9034322203663505,rbf,auto,26,0.002459079375584162,-0.8060946002639058,0.04880801319772866,289
136,4.903060908058078,rbf,auto,19,0.0025166812929004385,-0.8060946728979763,0.04881146212944582,290
15,4.94617876512443,rbf,auto,28,0.0022017624686980065,-0.8060946898695296,0.048822098180221735,291
9,5.094751103768292,rbf,auto,15,0.0022813499210851797,-0.8060948986733546,0.048787334377263056,292
152,5.015184915051617,rbf,auto,3,0.0020640883845571326,-0.8060951587723769,0.04883656581075617,293
178,4.998525020858172,rbf,auto,13,0.0020270104339070857,-0.8060951835605614,0.04883364704900689,294
20,5.093916925552912,rbf,auto,26,0.0022497706668488287,-0.8060957844776728,0.048784464534781795,295
46,5.060734415379823,rbf,auto,12,0.002083549739351831,-0.8060959159981941,0.04881103929763971,296
116,4.943164205499369,rbf,auto,5,0.002287325808068643,-0.8060964682899469,0.04881279525732796,297
478,5.092647330688027,rbf,auto,24,0.0021626740052130096,-0.8060964802509345,0.04878206184720685,298
12,5.021508970380288,rbf,auto,21,0.002253496259847715,-0.8060965605909078,0.04883020355190731,299
84,4.965079939631854,rbf,auto,20,0.0018333439229142995,-0.8060969346577821,0.04882694459562522,300
18,5.032504456870797,rbf,auto,2,0.0021267793724562235,-0.8060969521127804,0.048818928814892124,301
334,4.9134152954776855,rbf,auto,23,0.002134944526683747,-0.8060975035755478,0.04882051363228924,302
324,5.083971123282552,rbf,auto,2,0.002329500611594066,-0.8060980089044909,0.04879244636196448,303
288,4.963239316459299,rbf,auto,10,0.001963225537113177,-0.8060980335529291,0.048825176721641585,304
292,4.97107249036368,rbf,auto,15,0.001920456106866057,-0.8060985662892615,0.048823776945243806,305
491,5.021461289652534,rbf,auto,20,0.0021525294744973137,-0.8060985761024675,0.0488304149646785,306
391,5.0580027117583715,rbf,auto,25,0.0022310288647897788,-0.8060989270911068,0.04880708858058909,307
462,5.008253315735223,rbf,auto,2,0.0017103608301934305,-0.8060994626151228,0.04883672581141566,308
122,4.936866734866275,rbf,auto,23,0.002142572374700539,-0.8060995038085119,0.048816007954027275,309
221,5.021617569908377,rbf,auto,18,0.0019622202254986616,-0.8060996964908327,0.04883782744602933,310
196,5.0072192732688245,rbf,auto,1,0.0020570336043609313,-0.8061002173370817,0.04882600079770293,311
270,5.093598813300847,rbf,auto,4,0.002128182193082084,-0.8061006428115446,0.04879582078830492,312
409,5.025178275287402,rbf,auto,16,0.002135085283274322,-0.8061012998929498,0.0488242433710588,313
374,5.06762139263566,rbf,auto,21,0.0019166926412474872,-0.8061018715255435,0.048802134863657205,314
63,5.026461166118716,rbf,auto,6,0.0019951222122227656,-0.8061024153679874,0.04883342105038983,315
35,5.077442548515266,rbf,auto,1,0.0019156343737689492,-0.8061027995072336,0.04879469715903772,316
27,4.914910128735954,rbf,auto,7,0.0021180074035318484,-0.8061035148665715,0.048816078274599106,317
356,4.951884686686259,rbf,auto,2,0.0018162960609754526,-0.8061038525646621,0.04882370942657242,318
10,5.057035192278603,rbf,auto,19,0.0019133099563358137,-0.8061040412349909,0.04881380708466844,319
117,5.068404615002397,rbf,auto,20,0.002057769525283393,-0.8061041793055923,0.048797122840976474,320
170,5.040193826291825,rbf,auto,10,0.0019842580097712594,-0.8061042736108621,0.04882811987560138,321
62,4.948431987655486,rbf,auto,6,0.0018399156635962662,-0.8061048873512732,0.04882945343131792,322
441,5.047042530904691,rbf,auto,2,0.0020432660653534936,-0.8061049487353749,0.04882431620896659,323
193,4.937624231944753,rbf,auto,26,0.0019423419199493608,-0.8061060418634682,0.048820296760597605,324
377,5.054197185107096,rbf,auto,29,0.0019474780702098827,-0.8061067748762198,0.04880481118237394,325
189,5.025511616016813,rbf,auto,22,0.0019220091568960995,-0.8061072520998798,0.04883227341098512,326
222,4.987494984404746,rbf,auto,2,0.0017422773351165016,-0.806108379622216,0.048828746760539485,327
111,4.987694824603618,rbf,auto,22,0.0016417633373736597,-0.8061092690185543,0.04882585129073078,328
458,4.957407626634983,rbf,auto,14,0.0016331678825164647,-0.8061094691998528,0.04882614149123516,329
61,5.034427109481176,rbf,auto,11,0.0018492722803070223,-0.8061101136476452,0.04883078536682821,330
191,5.0900822968153125,rbf,auto,8,0.0019736089930406497,-0.8061101985992846,0.04879159276971955,331
157,4.999312238136616,rbf,auto,25,0.0016012480051530587,-0.8061113570530857,0.04883655939664802,332
276,5.009784395977796,rbf,auto,2,0.0016127692248736147,-0.8061121309204822,0.04883062174456938,333
321,4.97586113967711,rbf,auto,21,0.0016769862082295045,-0.8061132498566945,0.04882104084736947,334
408,5.007680298076158,rbf,auto,22,0.0015947625146603495,-0.8061135285801159,0.048836853394118515,335
421,4.909020135444065,rbf,auto,15,0.0019226332357984083,-0.806115832152926,0.04881312419397913,336
215,5.054463678347128,rbf,auto,27,0.001539886198855247,-0.8061158357944798,0.04882210736808188,337
75,5.076527268637868,rbf,auto,23,0.0016961489552435034,-0.8061162059510885,0.04880838434559799,338
355,5.082124800708061,rbf,auto,5,0.0017100867584893798,-0.8061162539577662,0.04879600763709275,339
466,5.041714400920526,rbf,auto,22,0.0017304152847647837,-0.8061164912389052,0.04882937706709555,340
250,4.936456775695192,rbf,auto,7,0.0016113958279158913,-0.8061169253348808,0.04882590280213558,341
32,5.07000771555796,rbf,auto,12,0.0016554901242632459,-0.8061175212946802,0.04879961851497132,342
328,4.98378508990091,rbf,auto,24,0.001558365855663787,-0.8061177819207078,0.048829863022695034,343
298,5.099538523184769,rbf,auto,25,0.0015596103389777412,-0.8061181645562391,0.04880059273668995,344
416,5.053654682772904,rbf,auto,25,0.0016828523191421102,-0.8061185223002958,0.04882199885938707,345
309,4.980170283352728,rbf,auto,15,0.0014406480823786305,-0.8061188301791878,0.04883738745346609,346
150,4.983589206343116,rbf,auto,29,0.0014111728628565324,-0.8061190256987733,0.04883222995847001,347
475,5.0589619097499865,rbf,auto,29,0.001492872154949963,-0.8061190389868493,0.0488223755854115,348
145,4.918888592151186,rbf,auto,3,0.0016837710744436324,-0.8061192971597609,0.04882298088629861,349
236,4.9241271742201205,rbf,auto,9,0.0017809574213599306,-0.8061198798889292,0.0488147545118603,350
272,5.041446019128889,rbf,auto,14,0.0014441527662012788,-0.8061210518388554,0.04883133916904786,351
368,5.063010885680492,rbf,auto,9,0.00137127610343603,-0.8061226231340571,0.04882056669626487,352
234,4.908173723253296,rbf,auto,5,0.0017264131391119338,-0.8061229718082815,0.0488158938446652,353
256,5.012891708504529,rbf,auto,10,0.0014198795289936223,-0.806124588639398,0.048842166960665956,354
98,4.977019545720386,rbf,auto,23,0.0013433742844507842,-0.8061246762250436,0.04882238958006504,355
493,5.030303893360453,rbf,auto,21,0.0013459670221754882,-0.8061247984959315,0.04884624268502087,356
311,5.001177735776894,rbf,auto,25,0.001281077659268311,-0.806124960671915,0.04884031082839717,357
58,4.910295750249999,rbf,auto,5,0.001726356240133415,-0.8061257518121824,0.048818556759379864,358
304,5.007972127422567,rbf,auto,29,0.0011472569761632073,-0.806126299009572,0.04883576467848401,359
48,4.9712595676153954,rbf,auto,1,0.0013616612469231765,-0.8061271937377292,0.04883424680501807,360
481,5.096795529591966,rbf,auto,1,0.0016047137021906372,-0.8061278259865322,0.04880416815839406,361
135,5.027018730173529,rbf,auto,2,0.0013054681167085696,-0.806128366176704,0.048839125858079625,362
459,5.011968862461766,rbf,auto,8,0.001300017905320799,-0.8061285202197912,0.048836087480609205,363
54,4.97272592047586,rbf,auto,17,0.0012705770696717234,-0.806128703847806,0.048826671220207014,364
389,4.901050763711678,rbf,auto,12,0.0018058694847001339,-0.8061290221939375,0.04881134765958281,365
73,5.003327178254203,rbf,auto,17,0.0012102614545022583,-0.8061294921295804,0.048833460891713205,366
190,5.047420141168605,rbf,auto,11,0.0014058159479611516,-0.8061301196369953,0.04882975879276096,367
121,4.987794284141128,rbf,auto,23,0.0012553026367333059,-0.8061301487519167,0.04883953052888575,368
60,4.989556632914619,rbf,auto,6,0.0012112763575575021,-0.8061303385473548,0.048837449934067585,369
192,4.921351213187177,rbf,auto,21,0.0013879059149056634,-0.8061304729348129,0.048821740036710755,370
418,4.9220948226262795,rbf,auto,14,0.001486014382274411,-0.806130707494107,0.048829540819595826,371
97,5.09606631674321,rbf,auto,20,0.0014732444603479285,-0.8061311544928254,0.04880412542317753,372
71,4.941814324147543,rbf,auto,10,0.001290708138575778,-0.806131165940602,0.048830182204579485,373
243,4.974094420558277,rbf,auto,22,0.0011815826655870215,-0.806131346374,0.04882620055680471,374
43,5.088570714111596,rbf,auto,7,0.00144975726456884,-0.8061315079765896,0.04880259050188139,375
371,4.927377126013762,rbf,auto,25,0.001333491966854411,-0.806131542602069,0.04882748458270691,376
417,5.004503838326905,rbf,auto,1,0.0011948857288415116,-0.8061319813333444,0.04883748944546614,377
143,5.081070128391213,rbf,auto,12,0.0013708056366056687,-0.8061323684855651,0.04881407851259623,378
102,5.098010770020853,rbf,auto,2,0.0012718182453486937,-0.8061324156399383,0.04880905227404214,379
435,4.992676149643124,rbf,auto,13,0.0011200880741131154,-0.8061327475765468,0.04884567693663307,380
293,5.008710572222798,rbf,auto,8,0.0011461269546239818,-0.8061333418268799,0.048835093214321015,381
226,5.0684182830037425,rbf,auto,17,0.0012922219414947917,-0.8061337267013482,0.04881687554583511,382
344,4.9815968990729695,rbf,auto,25,0.0011108608096647471,-0.8061345303315225,0.04883771919584535,383
260,4.945066559542506,rbf,auto,6,0.0012307886419225405,-0.8061346121209564,0.04882486401286479,384
17,4.934672930701555,rbf,auto,17,0.0012948999080000846,-0.8061347599731763,0.04882892461628747,385
404,5.030033470088646,rbf,auto,24,0.0011510441864385152,-0.8061350710179349,0.04883921278323779,386
419,5.070564364338381,rbf,auto,18,0.0011690387552495496,-0.8061350871752444,0.048819169329387256,387
213,5.0236256480915795,rbf,auto,28,0.0013443624101265367,-0.8061351955266499,0.04883419052975747,388
381,5.04651441944205,rbf,auto,1,0.0013505561119609745,-0.8061352780559525,0.048832157991264634,389
341,5.089223092426727,rbf,auto,10,0.0013547233657177687,-0.8061354238553916,0.04880736944246992,390
290,5.079933489058435,rbf,auto,29,0.0015078893708207104,-0.8061355200404783,0.04880674800347989,391
120,4.908213503353576,rbf,auto,24,0.001355161256310371,-0.8061361743294023,0.048819857214717315,392
7,4.901413261043944,rbf,auto,25,0.0014571457009902094,-0.8061365391423848,0.04882198588585389,393
42,4.982076584607126,rbf,auto,11,0.001016306123673847,-0.8061366812674915,0.048837742252136766,394
87,5.02726652363718,rbf,auto,22,0.0012209482168954178,-0.8061377166610996,0.04883895739592382,395
366,5.080114460247278,rbf,auto,2,0.0013625366325968446,-0.8061383780641531,0.04880878582270175,396
348,5.044162619262102,rbf,auto,3,0.0012168609549972704,-0.8061384568767498,0.0488390081057257,397
41,5.039103217285226,rbf,auto,5,0.0012474611457443747,-0.8061387409696426,0.0488360984290234,398
426,5.0486705645787255,rbf,auto,4,0.0011593585069172168,-0.806139278168718,0.048831640942043834,399
242,5.019455616451086,rbf,auto,20,0.0010477466166835515,-0.8061395418137025,0.04884634967483025,400
269,4.955995818732057,rbf,auto,12,0.0010263878007472954,-0.806139663540049,0.0488355722566083,401
83,4.93518505053547,rbf,auto,4,0.0011872454374840004,-0.806140640478284,0.04883554987871787,402
210,5.0699294781354824,rbf,auto,17,0.0012064241616481593,-0.8061406457437761,0.04882319337615828,403
266,4.901060001279522,rbf,auto,22,0.001290514135224699,-0.806140773488135,0.0488239858280755,404
147,4.904654387147166,rbf,auto,2,0.0013044726411795154,-0.806140819885058,0.04881970192778162,405
0,4.974908023769473,rbf,auto,29,0.000918173949330819,-0.8061417139534282,0.04884071813804889,406
480,5.092904094454042,rbf,auto,19,0.00137207601174335,-0.8061421274077164,0.048796415559153206,407
124,4.931287408534217,rbf,auto,2,0.0011999367957870161,-0.8061446731258834,0.048823092540994546,408
429,4.97681812229825,rbf,auto,9,0.0009331913107212726,-0.8061451178998021,0.04882858613826384,409
68,4.969733197458346,rbf,auto,7,0.0008728321450249572,-0.8061464227630151,0.0488409956820055,410
233,5.094622069854021,rbf,auto,29,0.000962445094043354,-0.8061466239644517,0.048814864705498166,411
353,5.069625619093377,rbf,auto,16,0.0009081771754489866,-0.8061473540668864,0.04882306784268935,412
154,5.073423321441945,rbf,auto,5,0.0011939842989517008,-0.8061482130336577,0.048819751251140256,413
485,5.0936386855829445,rbf,auto,14,0.001019506246381371,-0.8061484353584261,0.04881278826143139,414
19,4.941588332573638,rbf,auto,4,0.0009252722776276353,-0.8061486884632458,0.04882560195636482,415
50,5.072146116651269,rbf,auto,7,0.0008242792657147087,-0.806148973909537,0.04882940799239215,416
282,5.098185895291478,rbf,auto,2,0.0009071653308283008,-0.8061506346426487,0.0488186930487522,417
197,5.02055637640466,rbf,auto,16,0.0008140846967244565,-0.8061507515582573,0.04885213529542159,418
364,4.9805100087193965,rbf,auto,9,0.0006977803703641207,-0.8061511136357554,0.04884188528031217,419
229,4.968312642091309,rbf,auto,15,0.0006453986095532461,-0.8061521547029091,0.04883756641371268,420
482,5.044884534522824,rbf,auto,2,0.0010665235201254165,-0.8061524689867723,0.04883851003992152,421
489,5.084169569563138,rbf,auto,3,0.0009282943733832718,-0.8061525290540874,0.048806117366303775,422
123,5.037699980153073,rbf,auto,1,0.0008674716003542289,-0.8061528611870299,0.048850910978371326,423
131,4.962282661878259,rbf,auto,20,0.0008776513494466927,-0.8061534972734833,0.048842103064516716,424
187,5.0938605071238205,rbf,auto,18,0.0008320771595462646,-0.8061546322289483,0.04881399444315003,425
375,5.003783541056568,rbf,auto,2,0.0008324168437803971,-0.8061555066649774,0.048840156803982473,426
167,5.009183154032998,rbf,auto,11,0.0005863350821380293,-0.8061563327200864,0.048843916027271506,427
5,5.08771054180315,rbf,auto,2,0.0009101248360355031,-0.8061563534445149,0.048809739738661574,428
1,5.0559382000545545,rbf,auto,21,0.0007810932022121826,-0.8061564968498086,0.04882914121516691,429
179,5.014294605041003,rbf,auto,20,0.0005950895813403597,-0.8061571738427494,0.048843154469428,430
450,5.070116345818849,rbf,auto,27,0.0008030005266503605,-0.8061581494215584,0.04882423593226973,431
492,4.940104945340067,rbf,auto,25,0.0008051273453909503,-0.8061581918101389,0.048837439693538494,432
474,4.920438723938744,rbf,auto,9,0.0008191191059583459,-0.8061589485093423,0.0488294530178061,433
245,5.049494187626752,rbf,auto,14,0.0007396954595311335,-0.8061609154650624,0.048838581480215165,434
318,5.096968239792467,rbf,auto,14,0.0009326043974706035,-0.8061619581062607,0.04881398438743871,435
277,5.061974889170927,rbf,auto,1,0.0006951238672101019,-0.8061621239579899,0.048835505399103404,436
399,5.083097659517609,rbf,auto,14,0.0006036128939323223,-0.8061632728950489,0.04883046895301429,437
299,4.949697827962893,rbf,auto,23,0.0007166399277423481,-0.8061645757900722,0.04884108093595977,438
177,4.949744830886058,rbf,auto,19,0.0005569874115307567,-0.8061646117030017,0.048843552216364425,439
164,5.05831580874517,rbf,auto,25,0.0005683230100872401,-0.8061656806194797,0.04884388881184371,440
38,5.0045465658763995,rbf,auto,15,0.0005554541040591566,-0.806165834863395,0.0488498222578509,441
230,4.9256091677915546,rbf,auto,11,0.0006951358632470507,-0.8061658531706926,0.048827452739081116,442
284,4.909618928792818,rbf,auto,29,0.0006998618831314475,-0.8061660073904842,0.04882137496459143,443
365,5.06698604735986,rbf,auto,4,0.000662381055626652,-0.8061675861553166,0.048828127788181415,444
331,5.095108263136551,rbf,auto,9,0.0007443136387655648,-0.8061684226341551,0.04881969763170248,445
47,5.076656051783774,rbf,auto,26,0.0006114397735033668,-0.8061686412745358,0.04883241955660926,446
264,5.039392292473285,rbf,auto,24,0.0005611945108402618,-0.8061687205293511,0.04885144484346102,447
182,4.974974115904741,rbf,auto,17,0.00041545660846677114,-0.8061689328049653,0.048841987672333186,448
239,4.996229078811259,rbf,auto,22,0.0004097951597443596,-0.8061695808160041,0.04884463767895751,449
261,4.932136274651912,rbf,auto,11,0.0004404381227007194,-0.8061698089491331,0.048831769090461184,450
463,5.02652437862679,rbf,auto,5,0.0005135486399533963,-0.806170060201587,0.048851002720626625,451
317,5.082137239651143,rbf,auto,1,0.0005671902292037763,-0.8061701455733056,0.04882051271897334,452
235,4.969523842896537,rbf,auto,22,0.0004445126687852781,-0.8061703165695697,0.04884202204188084,453
423,5.059597864428677,rbf,auto,5,0.0004480550115612976,-0.8061716976616042,0.048837551195655006,454
175,4.970043649340063,rbf,auto,28,0.00041850358349334384,-0.8061720829421983,0.048844793041262345,455
238,5.038078965725873,rbf,auto,9,0.00046245293114373045,-0.8061727870267751,0.04885880413616368,456
241,4.955375529629441,rbf,auto,1,0.0004235850384034097,-0.8061732335635752,0.04883962182591432,457
464,5.087445697447291,rbf,auto,4,0.00034018529552585954,-0.8061741450005148,0.04881824251195906,458
412,5.005787426805442,rbf,auto,3,0.0003511485287373552,-0.8061745523149739,0.048848494400067555,459
159,5.09170829937664,rbf,auto,19,0.00045743338393066784,-0.8061750165671404,0.04881928941134517,460
499,5.044857061625283,rbf,auto,19,0.0005256508920908744,-0.8061752327729442,0.04885033953874449,461
376,5.047606723285274,rbf,auto,19,0.0004526848028880394,-0.8061769056564826,0.04884888402896831,462
194,4.94587894914099,rbf,auto,28,0.00038967318482492424,-0.8061774715383594,0.048837036066594446,463
165,5.086185821137459,rbf,auto,26,0.00028879380008322143,-0.8061776320551569,0.04882933494019349,464
30,5.058035108106242,rbf,auto,27,0.0003712232586704518,-0.8061780421305696,0.04883698245171576,465
428,5.002537702203302,rbf,auto,10,0.00023572678573906503,-0.8061780559830491,0.04885057892686705,466
169,5.073373741062168,rbf,auto,6,0.0004215340305749872,-0.8061784858254765,0.048843010924064456,467
301,5.075353127352351,rbf,auto,1,0.0005155801537207251,-0.8061788288405571,0.04883006640185044,468
130,4.923214528101384,rbf,auto,5,0.00047178494134280063,-0.8061808969389539,0.04883123916538196,469
171,5.078379381755355,rbf,auto,2,0.00040774390320949885,-0.8061815360139116,0.04883934952633596,470
487,5.068956645623378,rbf,auto,20,9.030946239159687e-05,-0.8061817061012316,0.04884084001800937,471
108,5.059659035793356,rbf,auto,1,0.00035570458499963834,-0.8061820010397203,0.04883510735763439,472
274,4.964128438431903,rbf,auto,3,0.0002601176841121346,-0.806182346501487,0.04884266053264123,473
488,5.059359565572806,rbf,auto,12,0.0001636308974562596,-0.8061828460468673,0.04883404475482728,474
14,5.061679469623293,rbf,auto,9,8.083126110107097e-05,-0.8061836578724598,0.04884535273425217,475
201,5.010317574508814,rbf,auto,5,0.00013283487248626002,-0.8061838484929215,0.04885667789476829,476
8,5.022370578944476,rbf,auto,10,0.00023432831606807713,-0.8061843713433596,0.04886228565901624,477
247,5.0023354884231335,rbf,auto,15,0.0001533607636679708,-0.8061844877094183,0.048848887681882544,478
495,4.929916128533513,rbf,auto,21,0.0003632344389727944,-0.8061846666039042,0.04883302759459786,479
454,4.993094001753997,rbf,auto,23,2.6725853773573838e-05,-0.8061854227399315,0.04885222552088193,480
457,5.051327160756987,rbf,auto,12,3.2929358584167895e-05,-0.8061858144372562,0.048856589726408384,481
11,5.096646177161358,rbf,auto,25,0.00023325206359998862,-0.8061868980719613,0.0488262776472863,482
206,4.982963900467533,rbf,auto,1,6.935982413498642e-05,-0.8061869294019164,0.04884720522393892,483
443,4.909756716334635,rbf,auto,18,0.0004062310795382397,-0.8061874538054647,0.048826952106711355,484
149,5.025788569355977,rbf,auto,29,0.00019693163337823128,-0.8061878007517208,0.04886100728049219,485
470,4.976722452081125,rbf,auto,29,0.00011161775764498627,-0.8061879000497031,0.0488446463588851,486
144,4.942917823941675,rbf,auto,14,9.210912825774864e-05,-0.8061882350919379,0.04883986204919619,487
362,4.936421427764317,rbf,auto,18,0.00011334654160058699,-0.8061888613272323,0.04884024906718479,488
158,5.079104645699241,rbf,auto,17,0.0002684264837368446,-0.8061908712717567,0.048839611083611234,489
410,5.07533307557249,rbf,auto,2,0.0001230039077826901,-0.8061910748236303,0.04883030048356344,490
240,5.074715724821356,rbf,auto,16,0.0003063897992743188,-0.8061911271069178,0.04883860826046563,491
113,5.072080923662336,rbf,auto,17,0.00018774094374607208,-0.8061911608129811,0.04883918687125758,492
129,4.931729289528499,rbf,auto,22,7.296744314877934e-05,-0.8061920614214845,0.04882984189938678,493
259,5.0211549638713775,rbf,auto,1,3.8671815670373695e-05,-0.806192274593265,0.04886172335618974,494
39,4.987867300373154,rbf,auto,19,0.00015814592843367125,-0.8061923052548549,0.04884692013347225,495
184,4.902430894937964,rbf,auto,13,0.00021679955975288057,-0.8061930022144047,0.04884022377740659,496
263,4.916046749132329,rbf,auto,19,9.221240714180523e-05,-0.806193020162343,0.04883819235318138,497
305,5.044450513678614,rbf,auto,2,6.201536159022259e-05,-0.8061938640660469,0.048859587187877966,498
370,5.04404051632646,rbf,auto,21,5.5979143292402385e-05,-0.806195183106364,0.04885438642904257,499
28,4.978976303635115,rbf,auto,8,2.8610585618012e-05,-0.8061967080893873,0.04885062483699903,500
